page,title,link,votes,answers,views,tags
96,"What´s does ""factor"" means in the context of dummy variables?",https://ai.stackexchange.com/questions/44919/what%c2%b4s-does-factor-means-in-the-context-of-dummy-variables,0,2,90,statistics
96,Non constant Feature Importance,https://ai.stackexchange.com/questions/44918/non-constant-feature-importance,0,2,84,"features, statistics, feature-engineering, random-forests"
96,Why should the agent bounce the ball back and forth on the same side of the screen in Atari Breakout?,https://ai.stackexchange.com/questions/44912/why-should-the-agent-bounce-the-ball-back-and-forth-on-the-same-side-of-the-scre,1,1,88,"reinforcement-learning, reward-design, atari-games"
96,How to fine-tune pre-trained model? [closed],https://ai.stackexchange.com/questions/44911/how-to-fine-tune-pre-trained-model,1,0,62,"convolutional-neural-networks, classification, pytorch, transfer-learning"
96,"If $p(s'|s,a) = 0$, would the reward the reward $r(s,a,s')$ be infinite? [duplicate]",https://ai.stackexchange.com/questions/44907/if-pss-a-0-would-the-reward-the-reward-rs-a-s-be-infinite,2,2,132,"reinforcement-learning, markov-decision-process, reward-functions, probability-distribution"
96,What is the state space of digit recognition agent on a grid of 28 x 28 pixels?,https://ai.stackexchange.com/questions/43911/what-is-the-state-space-of-digit-recognition-agent-on-a-grid-of-28-x-28-pixels,2,2,212,"search, state-spaces, combinatorics, goal-based-agents"
96,"""a good model (with low loss) is one that assigns a high probability to the true output $y$ for each corresponding input $\mathbf{x}$""?",https://ai.stackexchange.com/questions/43908/a-good-model-with-low-loss-is-one-that-assigns-a-high-probability-to-the-true,1,2,107,"machine-learning, supervised-learning, maximum-likelihood"
96,Why does an action cost function dependes on result state in search problems?,https://ai.stackexchange.com/questions/43907/why-does-an-action-cost-function-dependes-on-result-state-in-search-problems,2,2,97,"objective-functions, search, norvig-russell, problem-solving"
97,"Since $f_c$ returns the probability of class label $c$, we require $0 \le f_c \le 1$ for each $c$, and $\sum_{c = 1}^C f_c = 1$. Why avoid this?",https://ai.stackexchange.com/questions/43905/since-f-c-returns-the-probability-of-class-label-c-we-require-0-le-f-c-l,1,1,71,"machine-learning, supervised-learning, softmax"
97,Would AlphaZero perform better if made with transformers?,https://ai.stackexchange.com/questions/43903/would-alphazero-perform-better-if-made-with-transformers,1,1,719,"reinforcement-learning, convolutional-neural-networks, transformer, alphazero, alphago"
97,Gymnasium/Petting Zoo: Creating a copy of the board/env,https://ai.stackexchange.com/questions/43901/gymnasium-petting-zoo-creating-a-copy-of-the-board-env,1,1,356,"reinforcement-learning, monte-carlo-tree-search, gym"
97,Why do mix models work?,https://ai.stackexchange.com/questions/43883/why-do-mix-models-work,1,0,71,"neural-networks, generative-model, large-language-models, diffusion-models"
97,Python libraries for mulit-armed bandit problems [closed],https://ai.stackexchange.com/questions/43876/python-libraries-for-mulit-armed-bandit-problems,1,0,209,"reinforcement-learning, python, multi-armed-bandits, contextual-bandits"
97,Why do adversarial attack transfer well?,https://ai.stackexchange.com/questions/43872/why-do-adversarial-attack-transfer-well,2,1,158,"deep-learning, adversarial-ml, ai-security, adversarial-attacks"
97,What is the meaning of log p(x) in VAE math and why is it constant,https://ai.stackexchange.com/questions/43870/what-is-the-meaning-of-log-px-in-vae-math-and-why-is-it-constant,2,2,429,"variational-autoencoder, probability-distribution, evidence-lower-bound, latent-variable, variational-inference"
97,Why is the cross entropy formula different from the binary cross entropy?,https://ai.stackexchange.com/questions/43869/why-is-the-cross-entropy-formula-different-from-the-binary-cross-entropy,3,2,288,cross-entropy
97,Books that contains exclusively math problems/assignments in Deep Learning & Neural Networks,https://ai.stackexchange.com/questions/43868/books-that-contains-exclusively-math-problems-assignments-in-deep-learning-neu,1,2,282,"neural-networks, deep-learning, feedforward-neural-networks, books, problem-solving"
97,Image classification for two categories: background and not background,https://ai.stackexchange.com/questions/43865/image-classification-for-two-categories-background-and-not-background,1,0,128,image-recognition
97,Marking object on a map from the image,https://ai.stackexchange.com/questions/43848/marking-object-on-a-map-from-the-image,1,1,366,"neural-networks, machine-learning, computer-vision"
97,Gradually increasing CPU load on using sentence embeddings model with kmeans,https://ai.stackexchange.com/questions/43846/gradually-increasing-cpu-load-on-using-sentence-embeddings-model-with-kmeans,1,1,116,"neural-networks, machine-learning, transformer"
97,How can I train AI to learn how to recognize highly impaired speech from a dystonic person? [closed],https://ai.stackexchange.com/questions/43844/how-can-i-train-ai-to-learn-how-to-recognize-highly-impaired-speech-from-a-dysto,0,1,49,"deep-learning, speech-recognition"
97,What language model can convert normal text to JSON data,https://ai.stackexchange.com/questions/43843/what-language-model-can-convert-normal-text-to-json-data,1,1,573,"natural-language-processing, language-model, natural-language-understanding"
97,Using a neural network to predict a single discrete number,https://ai.stackexchange.com/questions/43839/using-a-neural-network-to-predict-a-single-discrete-number,0,1,174,"neural-networks, categorical-data, one-hot-encoding"
98,Are video generation also great at next frame video prediction?,https://ai.stackexchange.com/questions/43837/are-video-generation-also-great-at-next-frame-video-prediction,1,0,79,"transformer, diffusion-models, video-prediction, video-generation"
98,Is information gain only calculated using decrease in entropy of a dataset?,https://ai.stackexchange.com/questions/43836/is-information-gain-only-calculated-using-decrease-in-entropy-of-a-dataset,0,1,55,"decision-trees, entropy"
98,Is there a theoretical way to determine the best learning rate for gradient descent if the function is a simple known polynomial?,https://ai.stackexchange.com/questions/43834/is-there-a-theoretical-way-to-determine-the-best-learning-rate-for-gradient-desc,1,1,126,"machine-learning, gradient-descent, learning-rate"
98,How LSTM really decide what to forget and not?,https://ai.stackexchange.com/questions/43831/how-lstm-really-decide-what-to-forget-and-not,0,1,258,"neural-networks, training, recurrent-neural-networks, long-short-term-memory"
98,Is it reasonable to ask for the same time-regularity of the high and low dimensional signals?,https://ai.stackexchange.com/questions/43830/is-it-reasonable-to-ask-for-the-same-time-regularity-of-the-high-and-low-dimensi,1,0,36,"math, autoencoders, latent-variable"
98,How does using the ELBO in VAEs make the problem tractable?,https://ai.stackexchange.com/questions/43827/how-does-using-the-elbo-in-vaes-make-the-problem-tractable,2,1,337,"variational-autoencoder, probability-distribution, evidence-lower-bound, bayesian-neural-networks, variational-inference"
98,How Xavier Initialization formula works,https://ai.stackexchange.com/questions/43826/how-xavier-initialization-formula-works,2,2,463,"machine-learning, weights-initialization"
98,How to automatically trigger model retraining for object detection models in case of data drift?,https://ai.stackexchange.com/questions/43825/how-to-automatically-trigger-model-retraining-for-object-detection-models-in-cas,1,1,173,"object-detection, yolo, mlops"
98,How to Prevent Jerky Movements in a Reinforcement Learning-Based Drone Using Unreal Engine and AirSim?,https://ai.stackexchange.com/questions/43824/how-to-prevent-jerky-movements-in-a-reinforcement-learning-based-drone-using-unr,0,0,90,reinforcement-learning
98,Symmetrical AI (same inputs as outputs) for Modelling and Prediction,https://ai.stackexchange.com/questions/43823/symmetrical-ai-same-inputs-as-outputs-for-modelling-and-prediction,0,0,87,algorithm-request
98,"Does transformers' self-attention mechanism process tokens independently, or entire sequence at a time?",https://ai.stackexchange.com/questions/43820/does-transformers-self-attention-mechanism-process-tokens-independently-or-ent,1,3,401,"neural-networks, tensorflow, transformer, attention"
98,"What does the notation $\hat{A}_t\left(s_{0: \infty}, a_{0: \infty}\right)$ appearing in Generalized Advantage Estimation mean?",https://ai.stackexchange.com/questions/43816/what-does-the-notation-hata-t-lefts-0-infty-a-0-infty-right-appe,1,1,161,"reinforcement-learning, papers, notation, advantage-actor-critic"
98,What constitutes a 'backdoor' attack in machine learning models?,https://ai.stackexchange.com/questions/43812/what-constitutes-a-backdoor-attack-in-machine-learning-models,1,1,233,"terminology, definitions, adversarial-ml, adversarial-attacks"
98,"Image classification of more than 60,000 classes",https://ai.stackexchange.com/questions/43809/image-classification-of-more-than-60-000-classes,2,2,205,"neural-networks, deep-learning, image-recognition"
98,"What is the logic in including/not including subscript $\pi$ in in ""E"" for value functions? [closed]",https://ai.stackexchange.com/questions/43805/what-is-the-logic-in-including-not-including-subscript-pi-in-in-e-for-value,0,2,115,"reinforcement-learning, markov-decision-process"
99,How to incorporate the probability threshold for binary classification into scikit-learn GridSearchCV? [closed],https://ai.stackexchange.com/questions/43799/how-to-incorporate-the-probability-threshold-for-binary-classification-into-scik,0,1,42,"classification, binary-classification"
99,"StyleGAN 2 multiplies loss components with zero, why?",https://ai.stackexchange.com/questions/43794/stylegan-2-multiplies-loss-components-with-zero-why,0,0,75,"generative-adversarial-networks, loss"
99,Equivalent of symbolic regression but for code instead of math expression,https://ai.stackexchange.com/questions/43790/equivalent-of-symbolic-regression-but-for-code-instead-of-math-expression,0,1,117,"reference-request, evolutionary-algorithms, symbolic-ai, genetic-programming"
99,Activation function intuition question,https://ai.stackexchange.com/questions/43787/activation-function-intuition-question,1,1,162,"neural-networks, activation-functions"
99,Neural Networks are universal approximators? - Exercice 20.1 UML,https://ai.stackexchange.com/questions/43785/neural-networks-are-universal-approximators-exercice-20-1-uml,2,1,204,"neural-networks, math, feedforward-neural-networks, universal-approximation-theorems"
99,Are there cases where Variational Auto-Encoders (VAE's) are preferred to other techniques?,https://ai.stackexchange.com/questions/43783/are-there-cases-where-variational-auto-encoders-vaes-are-preferred-to-other-t,0,1,221,variational-autoencoder
99,What should you consider when splitting timeseries data into train and test sets?,https://ai.stackexchange.com/questions/43778/what-should-you-consider-when-splitting-timeseries-data-into-train-and-test-sets,0,0,73,"classification, time-series"
99,Find the relationship between data in this plot,https://ai.stackexchange.com/questions/43775/find-the-relationship-between-data-in-this-plot,0,0,63,"machine-learning, regression, sigmoid, non-linear-regression"
99,SOTA model (PAtt-lite) implementation with Pytorch [closed],https://ai.stackexchange.com/questions/43771/sota-model-patt-lite-implementation-with-pytorch,1,0,138,"computer-vision, attention, transfer-learning, facial-recognition, state-of-the-art"
99,Why would balancing be so helpful when the imbalance is minimal?,https://ai.stackexchange.com/questions/43769/why-would-balancing-be-so-helpful-when-the-imbalance-is-minimal,0,1,93,"machine-learning, classification, imbalanced-datasets"
99,Implications of Not Zero-Centering Data in Diffusion Models: Impact on Performance and Stability?,https://ai.stackexchange.com/questions/43762/implications-of-not-zero-centering-data-in-diffusion-models-impact-on-performan,1,0,73,"math, generative-model, diffusion-models"
99,How are POMDPs solved in practice?,https://ai.stackexchange.com/questions/43761/how-are-pomdps-solved-in-practice,2,1,190,"reinforcement-learning, machine-learning, deep-rl, applications, pomdp"
99,"Why does ""in-place"" mutation cause automatic differentiation to fail, and how to write code to avoid this problem",https://ai.stackexchange.com/questions/43760/why-does-in-place-mutation-cause-automatic-differentiation-to-fail-and-how-to,1,1,148,"backpropagation, derivative"
99,Is there any example of a Markov Decision Process (MDP) with infinite number of states?,https://ai.stackexchange.com/questions/43759/is-there-any-example-of-a-markov-decision-process-mdp-with-infinite-number-of,-1,1,353,"reinforcement-learning, markov-decision-process"
99,How does changing the order of a sequence of rewards affect the cumulative discounted reward,https://ai.stackexchange.com/questions/43755/how-does-changing-the-order-of-a-sequence-of-rewards-affect-the-cumulative-disco,3,1,165,"reinforcement-learning, rewards"
100,REINFORCE with Baseline update rule,https://ai.stackexchange.com/questions/43752/reinforce-with-baseline-update-rule,2,1,260,"reinforcement-learning, gradient-descent, reinforce"
100,When is it non-Markovian?,https://ai.stackexchange.com/questions/43750/when-is-it-non-markovian,1,1,193,markov-decision-process
100,Is it possible to describe wordle as a multi armed bandit problem?,https://ai.stackexchange.com/questions/43747/is-it-possible-to-describe-wordle-as-a-multi-armed-bandit-problem,2,1,103,"reinforcement-learning, multi-armed-bandits"
100,"In MCTS, does a simulation create new nodes",https://ai.stackexchange.com/questions/43746/in-mcts-does-a-simulation-create-new-nodes,1,2,406,monte-carlo-tree-search
100,Unclear paragraph in Sutton-Barto on exploration/exploitation relating to bandit like decision tasks [closed],https://ai.stackexchange.com/questions/43740/unclear-paragraph-in-sutton-barto-on-exploration-exploitation-relating-to-bandit,1,1,130,"reinforcement-learning, sutton-barto"
100,"Should I use RL for this allocation problem and, if yes, which RL approach?",https://ai.stackexchange.com/questions/43736/should-i-use-rl-for-this-allocation-problem-and-if-yes-which-rl-approach,2,1,127,"reinforcement-learning, ai-design, policy-gradients"
100,Why does the latent space in Stable Diffusion have a shape of 64x64x3?,https://ai.stackexchange.com/questions/43735/why-does-the-latent-space-in-stable-diffusion-have-a-shape-of-64x64x3,0,1,1k,"keras, generative-adversarial-networks, pytorch, variational-autoencoder, diffusion-models"
100,How does diffusion based text-to-image generation models Mathematically classify inputs to outputs?,https://ai.stackexchange.com/questions/43730/how-does-diffusion-based-text-to-image-generation-models-mathematically-classify,3,2,310,"math, diffusion-models, text-to-image-generation"
100,How to classify a new node into an existing cluster of nodes?,https://ai.stackexchange.com/questions/43729/how-to-classify-a-new-node-into-an-existing-cluster-of-nodes,0,0,86,"graph-neural-networks, embeddings, clustering, probabilistic-graphical-models, spectral-clustering"
100,How to force LLM (like OpenAI ChatGPT) to output a variable list of values? [closed],https://ai.stackexchange.com/questions/43728/how-to-force-llm-like-openai-chatgpt-to-output-a-variable-list-of-values,1,3,4k,"large-language-models, chatgpt, prompt"
100,What does it mean if I trained my model with more steps per epoch than the total number of training images I have?,https://ai.stackexchange.com/questions/43726/what-does-it-mean-if-i-trained-my-model-with-more-steps-per-epoch-than-the-total,0,1,910,"training, terminology, stochastic-gradient-descent, epochs"
100,"Is ""The Dimpled Manifold Hypothesis"" correct to say this about autoencoders?",https://ai.stackexchange.com/questions/43724/is-the-dimpled-manifold-hypothesis-correct-to-say-this-about-autoencoders,1,1,82,"deep-learning, autoencoders, adversarial-ml"
100,"3D Unet gives ""output size is too small"" error [closed]",https://ai.stackexchange.com/questions/43714/3d-unet-gives-output-size-is-too-small-error,0,1,125,"pytorch, u-net, 3d-convolution"
100,Control algorithms when system dynamics are stochastic and/or unknown,https://ai.stackexchange.com/questions/43712/control-algorithms-when-system-dynamics-are-stochastic-and-or-unknown,1,0,47,"reinforcement-learning, reference-request, pomdp, planning, control-theory"
100,How to correctly train policies in multi-agent RL?,https://ai.stackexchange.com/questions/43707/how-to-correctly-train-policies-in-multi-agent-rl,1,0,231,"reinforcement-learning, machine-learning, multi-agent-systems, multi-agent-rl"
101,Getting started with training local LLM using python [closed],https://ai.stackexchange.com/questions/43706/getting-started-with-training-local-llm-using-python,0,1,1k,"training, transformer, large-language-models, gpt"
101,Expectile regression in Implicit Q-Learning,https://ai.stackexchange.com/questions/43704/expectile-regression-in-implicit-q-learning,1,1,115,"reinforcement-learning, q-learning, offline-reinforcement-learning"
101,Batch wise Inference to speed up Muzero's MCTS,https://ai.stackexchange.com/questions/43699/batch-wise-inference-to-speed-up-muzeros-mcts,1,1,557,"reinforcement-learning, pytorch, performance, batch-learning, muzero"
101,Classifying Images that Look Like Noise,https://ai.stackexchange.com/questions/43697/classifying-images-that-look-like-noise,1,0,78,"machine-learning, convolutional-neural-networks, computer-vision, multiclass-classification"
101,Are diffusion models still beneficial in highly compressed latent spaces?,https://ai.stackexchange.com/questions/43694/are-diffusion-models-still-beneficial-in-highly-compressed-latent-spaces,1,0,199,"generative-model, diffusion-models, latent-variable, noise"
101,Circular regression for joystick movements?,https://ai.stackexchange.com/questions/43690/circular-regression-for-joystick-movements,0,1,83,"regression, supervised-learning, behavioral-cloning"
101,"What do you mean by ""updating based on a training example/batch"" in Gradient Descent?",https://ai.stackexchange.com/questions/43688/what-do-you-mean-by-updating-based-on-a-training-example-batch-in-gradient-des,3,1,346,"backpropagation, gradient-descent"
101,How can the discriminator determine the sample is fake or real?,https://ai.stackexchange.com/questions/43680/how-can-the-discriminator-determine-the-sample-is-fake-or-real,5,1,924,"neural-networks, machine-learning, deep-learning, convolutional-neural-networks, generative-adversarial-networks"
101,"VAE ( variational autoencoder) for timeseries anomaly detection ,",https://ai.stackexchange.com/questions/43679/vae-variational-autoencoder-for-timeseries-anomaly-detection,0,0,118,"keras, variational-autoencoder, anomaly-detection"
101,"why it is needed to generate all of the latents $z_T, z_{T-1}, z_{T-2}, ... z_1$ to finally get synthetic image x in diffusion models",https://ai.stackexchange.com/questions/43677/why-it-is-needed-to-generate-all-of-the-latents-z-t-z-t-1-z-t-2-z-1,1,1,64,diffusion-models
101,"Can you explain the Hinton's comment ""Rprop is equivalent to using the gradient, but also dividing by the size of the gradient""?",https://ai.stackexchange.com/questions/43675/can-you-explain-the-hintons-comment-rprop-is-equivalent-to-using-the-gradient,2,1,108,"backpropagation, objective-functions, optimization, gradient-descent"
101,What are meaning of parameters $\theta$ in this context?,https://ai.stackexchange.com/questions/43673/what-are-meaning-of-parameters-theta-in-this-context,2,1,257,"neural-networks, machine-learning, deep-learning, convolutional-neural-networks, generative-adversarial-networks"
101,What are alternatives to PCA for time series data?,https://ai.stackexchange.com/questions/43672/what-are-alternatives-to-pca-for-time-series-data,2,1,937,"time-series, autoencoders, principal-component-analysis"
101,"Where can I find good sources (textbook, lecture notes, etc) on multi-armed bandits?",https://ai.stackexchange.com/questions/43662/where-can-i-find-good-sources-textbook-lecture-notes-etc-on-multi-armed-band,0,1,278,"reinforcement-learning, reference-request, multi-armed-bandits"
101,How to properly model the MDP of a weighted graph with the constraint of only visiting each vertex once (and not get stuck in infinite loops)?,https://ai.stackexchange.com/questions/43661/how-to-properly-model-the-mdp-of-a-weighted-graph-with-the-constraint-of-only-vi,1,1,155,"reinforcement-learning, markov-decision-process, graph-theory"
102,Attention with Recurrent Neural Networks,https://ai.stackexchange.com/questions/43660/attention-with-recurrent-neural-networks,1,2,168,"recurrent-neural-networks, attention"
102,Why use auto-regressive models for time-series?,https://ai.stackexchange.com/questions/43659/why-use-auto-regressive-models-for-time-series,0,0,41,"recurrent-neural-networks, time-series, gated-recurrent-unit"
102,How to make a model forget specific training it has received?,https://ai.stackexchange.com/questions/43654/how-to-make-a-model-forget-specific-training-it-has-received,2,1,628,"neural-networks, machine-learning, pytorch, linear-regression"
102,Is there any advantage of genetic algorithm (or programming) over Neural Networks? [closed],https://ai.stackexchange.com/questions/43649/is-there-any-advantage-of-genetic-algorithm-or-programming-over-neural-network,1,1,169,"neural-networks, comparison, genetic-algorithms, genetic-programming"
102,What is the right way to make a neural network learn a period function with known period,https://ai.stackexchange.com/questions/43648/what-is-the-right-way-to-make-a-neural-network-learn-a-period-function-with-know,1,0,76,"neural-networks, machine-learning, deep-learning"
102,Why is generative QA + RAG so popular when extractive QA models exist that can provide factual information?,https://ai.stackexchange.com/questions/43646/why-is-generative-qa-rag-so-popular-when-extractive-qa-models-exist-that-can-p,0,1,332,"chatgpt, question-answering"
102,What's the best criterion for evaluating activation maps in a CNN?,https://ai.stackexchange.com/questions/43641/whats-the-best-criterion-for-evaluating-activation-maps-in-a-cnn,2,2,195,"neural-networks, convolutional-neural-networks, convolution"
102,What is the matrix representation of a dilated convolution?,https://ai.stackexchange.com/questions/43631/what-is-the-matrix-representation-of-a-dilated-convolution,1,1,148,"convolutional-neural-networks, math, convolution"
102,"Why feed forward neural network (FFN) in transformer block has a ""contract and expand"" pattern?",https://ai.stackexchange.com/questions/43630/why-feed-forward-neural-network-ffn-in-transformer-block-has-a-contract-and-e,1,0,554,"transformer, pytorch"
102,Executing Multiple ML Models simultaneously on multiple cores to reduce the model building time,https://ai.stackexchange.com/questions/43627/executing-multiple-ml-models-simultaneously-on-multiple-cores-to-reduce-the-mode,0,0,51,"machine-learning, sequence-modeling, forecasting"
102,What does Figure 3 in the BERT paper represent?,https://ai.stackexchange.com/questions/43624/what-does-figure-3-in-the-bert-paper-represent,2,1,85,"deep-learning, transformer, bert"
102,Why aren't encoders decoders trivial?,https://ai.stackexchange.com/questions/43623/why-arent-encoders-decoders-trivial,1,1,108,"neural-networks, autoencoders, encoder-decoder"
102,I dont understand this way of having a stable train/test split even after updating the dataset,https://ai.stackexchange.com/questions/43621/i-dont-understand-this-way-of-having-a-stable-train-test-split-even-after-updati,0,0,53,"machine-learning, testing, validation-datasets"
102,Does ResNext split data or copy it?,https://ai.stackexchange.com/questions/43620/does-resnext-split-data-or-copy-it,0,1,94,"neural-networks, convolutional-neural-networks, pytorch, residual-networks"
102,Why is the loss function for the critic decreasing and the gradient increasing over the episodes?,https://ai.stackexchange.com/questions/43617/why-is-the-loss-function-for-the-critic-decreasing-and-the-gradient-increasing-o,0,0,132,"reinforcement-learning, gradient, advantage-actor-critic, portfolio-optimization"
103,How does reward work while training a Reinforcement Learning agent?,https://ai.stackexchange.com/questions/43613/how-does-reward-work-while-training-a-reinforcement-learning-agent,2,1,91,"reinforcement-learning, python, proximal-policy-optimization"
103,understanding the distribution shift problem in direct preference optimization (DPO),https://ai.stackexchange.com/questions/43601/understanding-the-distribution-shift-problem-in-direct-preference-optimization,1,1,336,"natural-language-processing, large-language-models, rlhf"
103,Is it legitimate to train a model on a benchmark dataset and use this model only for labeling another datasets,https://ai.stackexchange.com/questions/43597/is-it-legitimate-to-train-a-model-on-a-benchmark-dataset-and-use-this-model-only,0,2,229,"deep-learning, benchmarks, validation-datasets"
103,How come all the multi-headed self-attention layers don't end up learning the same aspect of a natural language?,https://ai.stackexchange.com/questions/43589/how-come-all-the-multi-headed-self-attention-layers-dont-end-up-learning-the-sa,1,1,83,"deep-learning, transformer, attention"
103,"Tabular Q-Learning: Is a variable for ""action_history"" needed for backpropagating the q-value for all previous actions?",https://ai.stackexchange.com/questions/43587/tabular-q-learning-is-a-variable-for-action-history-needed-for-backpropagatin,1,1,118,"reinforcement-learning, q-learning"
103,Are the Dot Product and Tensor Product the same thing in Machine Learning?,https://ai.stackexchange.com/questions/43586/are-the-dot-product-and-tensor-product-the-same-thing-in-machine-learning,3,1,145,"deep-learning, terminology, books, tensor"
103,I need some direction for a solution on querying gigabytes of text,https://ai.stackexchange.com/questions/43585/i-need-some-direction-for-a-solution-on-querying-gigabytes-of-text,2,0,31,training
103,Handling Variable Output Token Dimensionality in Transformer Decoders During Inference,https://ai.stackexchange.com/questions/43576/handling-variable-output-token-dimensionality-in-transformer-decoders-during-inf,0,1,90,"neural-networks, transformer, attention"
103,Application of AI for chat-rooms to process data,https://ai.stackexchange.com/questions/43572/application-of-ai-for-chat-rooms-to-process-data,0,1,167,"machine-learning, ai-design"
103,Do probabilities that don't vary much from the average contribute to greater entropy?,https://ai.stackexchange.com/questions/43569/do-probabilities-that-dont-vary-much-from-the-average-contribute-to-greater-ent,-1,1,56,"information-theory, entropy"
103,Can positional encodings in transformers be added,https://ai.stackexchange.com/questions/43565/can-positional-encodings-in-transformers-be-added,0,1,63,"transformer, backpropagation"
103,How can I get the political sentiment of some text,https://ai.stackexchange.com/questions/43563/how-can-i-get-the-political-sentiment-of-some-text,0,0,32,"sentiment-analysis, semantics"
103,"What does ""aligned"" across domains in domain adaptation?",https://ai.stackexchange.com/questions/43555/what-does-aligned-across-domains-in-domain-adaptation,2,1,111,"papers, definitions, clustering, domain-adaptation, grad-cam"
103,"Do full-text translators such as DeepL or Google Translate fall under the term ""Generative AI""?",https://ai.stackexchange.com/questions/43554/do-full-text-translators-such-as-deepl-or-google-translate-fall-under-the-term,11,5,9k,"terminology, machine-translation, generative-ai"
103,How can reward at time step $t$ can be a function of a state at time step $t+1$?,https://ai.stackexchange.com/questions/43550/how-can-reward-at-time-step-t-can-be-a-function-of-a-state-at-time-step-t1,4,3,293,reinforcement-learning
104,"Implementation difference in REINFORCE algorithm, where to sum from",https://ai.stackexchange.com/questions/43547/implementation-difference-in-reinforce-algorithm-where-to-sum-from,2,2,131,"reinforcement-learning, deep-rl, reinforce"
104,Non differentiable loss function train with actor critic style,https://ai.stackexchange.com/questions/43535/non-differentiable-loss-function-train-with-actor-critic-style,0,0,63,"objective-functions, optimization, actor-critic-methods"
104,Human trainers: collect data by 2-alternative force choice (2AFC),https://ai.stackexchange.com/questions/43526/human-trainers-collect-data-by-2-alternative-force-choice-2afc,2,1,258,"training, training-datasets"
104,Why CNN filters (kernels) are randomly initialized?,https://ai.stackexchange.com/questions/43525/why-cnn-filters-kernels-are-randomly-initialized,0,1,374,"convolutional-neural-networks, feature-extraction, filters, weights-initialization, feature-maps"
104,Why use learning rate schedules if weight updates automatically decrease when approaching local optimal?,https://ai.stackexchange.com/questions/43523/why-use-learning-rate-schedules-if-weight-updates-automatically-decrease-when-ap,1,2,65,gradient-descent
104,Impact of scaling in loss terms when loss function is a composition of multiple functions,https://ai.stackexchange.com/questions/43522/impact-of-scaling-in-loss-terms-when-loss-function-is-a-composition-of-multiple,1,1,140,"neural-networks, machine-learning, deep-learning"
104,"AlphaZero Chess: High portion of ""draws"" during first rounds of self-play hampers learning",https://ai.stackexchange.com/questions/43517/alphazero-chess-high-portion-of-draws-during-first-rounds-of-self-play-hamper,3,1,319,"reinforcement-learning, alphazero, chess, board-games"
104,"How the ""quantizantion"" of models does work?",https://ai.stackexchange.com/questions/43513/how-the-quantizantion-of-models-does-work,0,1,242,neural-networks
104,Understanding the concepts of embedding in Roberta architecture?,https://ai.stackexchange.com/questions/43510/understanding-the-concepts-of-embedding-in-roberta-architecture,0,0,69,"neural-networks, machine-learning, deep-learning, natural-language-processing, python"
104,Seeking an LLM with Computer Control Capabilities for Website Interaction Use Cases,https://ai.stackexchange.com/questions/43508/seeking-an-llm-with-computer-control-capabilities-for-website-interaction-use-ca,0,1,297,language-model
104,Is the multi-headed projection matrix in self-attention redundant?,https://ai.stackexchange.com/questions/43507/is-the-multi-headed-projection-matrix-in-self-attention-redundant,3,1,518,"transformer, attention, performance, linear-algebra"
104,PPO agent of path planning does not learn,https://ai.stackexchange.com/questions/43498/ppo-agent-of-path-planning-does-not-learn,0,0,201,"reinforcement-learning, proximal-policy-optimization, path-planning"
104,How does PPO with advantage normalization learn in MountainCar-v0 before first reaching the goal state?,https://ai.stackexchange.com/questions/43493/how-does-ppo-with-advantage-normalization-learn-in-mountaincar-v0-before-first-r,2,0,171,"proximal-policy-optimization, gym, stable-baselines, sparse-rewards"
104,Difference between FLAX and pytorch,https://ai.stackexchange.com/questions/43492/difference-between-flax-and-pytorch,-1,1,2k,"neural-networks, deep-learning, pytorch"
104,Are LLM parameters synonymous with dimensions?,https://ai.stackexchange.com/questions/43490/are-llm-parameters-synonymous-with-dimensions,0,1,939,"deep-learning, large-language-models, dimensionality"
105,Achieving low train error for exponential response?,https://ai.stackexchange.com/questions/43489/achieving-low-train-error-for-exponential-response,1,0,44,regression
105,chained linear regression models vs feed forward NN,https://ai.stackexchange.com/questions/43483/chained-linear-regression-models-vs-feed-forward-nn,0,1,90,"regression, models, feedforward-neural-networks"
105,Solving MDP as linear program: why minimize the sum of the states' values?,https://ai.stackexchange.com/questions/43482/solving-mdp-as-linear-program-why-minimize-the-sum-of-the-states-values,1,0,141,"reinforcement-learning, markov-decision-process, bellman-equations, linear-programming"
105,"In the paper ""LLM in a flash,"" what is meant by an up projection or down projection layer?",https://ai.stackexchange.com/questions/43471/in-the-paper-llm-in-a-flash-what-is-meant-by-an-up-projection-or-down-project,1,2,2k,"neural-networks, terminology, large-language-models, academia"
105,How to Create a 1D Embedding from Tensors of Varying Sizes?,https://ai.stackexchange.com/questions/43470/how-to-create-a-1d-embedding-from-tensors-of-varying-sizes,0,1,181,"neural-networks, python, pytorch"
105,Is $s_0$ the current state in policy gradients?,https://ai.stackexchange.com/questions/43467/is-s-0-the-current-state-in-policy-gradients,2,1,142,"reinforcement-learning, definitions, policy-gradients, value-functions, sutton-barto"
105,How to detect abnormal fetal head size with image classification?,https://ai.stackexchange.com/questions/43466/how-to-detect-abnormal-fetal-head-size-with-image-classification,0,0,66,"convolutional-neural-networks, classification, image-recognition, pytorch"
105,Why does skip-gram uses linear maps for embedding?,https://ai.stackexchange.com/questions/43465/why-does-skip-gram-uses-linear-maps-for-embedding,0,1,73,"natural-language-processing, word-embedding, skip-gram"
